yearID,teamID,lgID,playerID,salary,pos
2016,TOR,AL,moralfr01,2000000,P
2016,OAK,AL,fuldsa01,1925000,B
2016,BAL,AL,bundydy01,1800000,P
2016,ATL,NL,oflaher01,1750000,P
2016,KCR,AL,dysonja01,1725000,B
2016,CHC,NL,warread01,1700000,P
2016,CLE,AL,bauertr01,1697500,P
2016,STL,NL,adamsma01,1650000,B
2016,TEX,AL,ruggiju01,1650000,B
2016,SDP,NL,rodnefe01,1600000,P
2016,SDP,NL,thornma01,1600000,P
2016,SEA,AL,furbuch01,1600000,B
2016,OAK,AL,doolise01,1580000,P
2016,TEX,AL,chiriro01,1550000,B
